eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.6853613257408142,0.6175,0.6243386243386243,0.59,0.6066838046272494,0.6199,645.218,80.652,8.0,25,10
