eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.6461718082427979,0.6875,0.6829268292682927,0.7,0.691358024691358,0.6191,646.121,80.765,19.0,25,20
