eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.48346641659736633,0.905,0.8894230769230769,0.925,0.9068627450980392,0.6258,639.222,79.903,10.0,300,10
