eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.40838709473609924,0.8475,0.8564102564102564,0.835,0.8455696202531645,0.6227,642.404,80.3,8.0,100,10
