eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.353666216135025,0.8975,0.8803827751196173,0.92,0.8997555012224939,0.6248,640.193,80.024,20.0,150,20
