eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.41210702061653137,0.8875,0.8934010152284264,0.88,0.8866498740554156,0.6269,638.088,79.761,8.0,200,20
