eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.6833392381668091,0.5975,0.5589123867069486,0.925,0.696798493408663,0.62,645.138,80.642,3.0,50,3
