eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.31761759519577026,0.89,0.8979591836734694,0.88,0.8888888888888888,0.6256,639.378,79.922,3.0,250,3
