eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.5831640362739563,0.7325,0.7409326424870466,0.715,0.727735368956743,0.6198,645.335,80.667,10.0,50,10
