eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.33044707775115967,0.905,0.8970588235294118,0.915,0.905940594059406,0.6244,640.595,80.074,7.0,250,20
