eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.4668228030204773,0.9025,0.9086294416243654,0.895,0.9017632241813602,0.6263,638.693,79.837,10.0,300,20
