eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.31676381826400757,0.895,0.9202127659574468,0.865,0.8917525773195877,0.6268,638.211,79.776,3.0,300,3
