eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,train_size,num_epochs
0.3618871569633484,0.9,0.9166666666666666,0.88,0.8979591836734694,0.6256,639.39,79.924,8.0,250,10
